batch_id,cell,start_date,note,initial_plate_count,replaced_plate_count,end_date
1,C4_P35_A,2025.4.28,"Day 20: cells looked unhealthy. 75% media change was done using 1000P. 

Day 21: cell sheets were detached. don't know why. ",2,4,
